Ticket ID,Error Name,Ticket link,Ticket type,POI name,Last Editor Notes,Last Editor Resolution,L1 Resolution,L1 Markings,L2 Resolution,L2 Markings,Customer comment,Suggested fields,Edited fields,Spam Customer Suggestions,Procedural marking?,Other markings made along with procedural marking?,All customer-suggested fields edited?,All customer-suggested fields have a corresponding dependent edit?,Edits made to all other fields QC marked?,Manual review - Name,Manual review - Date,Are customer issues resolved?,Any attribute errors remain on the POI?,Are there still discrepancies between research indicators and POI data?,Manual review comment,Automated warnings,Automated review comment,Automated update needed?,Correlation: P-W,Correlation: S-W,Correlation: T-X
194029115371683843,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194029115371683843,POI Change Details (Unspecified),Cochrane Plaza,"
Verified via Official Website | Link: 
https://www.facebook.com/pages/170%20Cochrane%20Plaza/126297827424032/|
customer suggsted phone number is invalid and not updated because it's an unofficial fb verify |
Reject Spam|",Rejection Reason POI - Spam,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",Phone,,Phone,Failing To Provide 1 Strong Or 2 Medium Indicators,,No,N/A,Yes,Elvis,06/03/2025,Yes,No,No,Rejected customer added number due to FB spam,"
Offline QC Rejected ticket! 1 ""Removed"" Phone suggestions present!","Provided an invalid 1 digit number

Josh: ""Spam Customer Suggestions"" output logic correct",No,0,1,1
189525516817006592,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189525516817006592,POI Change Details (Unspecified),GYM Crossfit & Fitness | Ho Chi Minh City,"
Verified via Official Website | Link: https://saigonsc.vn/crossfitq7/ | 404 not found

Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://sosanhnha.com/diadiem/crossfit-q7-gZ4P2 | embedded map is different, not use it |

no indicators | Facebook: Do not use photos or reviews for editing POI | n cant verify issue for : +84 38 5604 394 | hence, | keep all current information 

REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Approved,,Rejected,Field Vendor Contributions Error - Failing To Merge Duplicates | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,"

",Phone,Vendor Contributions,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,Failing To Merge Duplicates,No,N/A,Yes,William,06/03/2025,Yes,No,No,editor merged poi.,"
Offline QA QC Rejected ticket! 1 ""Removed"" Phone suggestions present!",Josh: May actually need to check for Vendor Contributions edits as applicable to Failing To Merge Duplicates non-procedural marking. Problem in testing code is that Vendor contributions doesn't show up in JSON as edited_field? BUT the dual Editor Edits scraping functionality should help,Unsure,0,1,1
189523882544201728,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/189523882544201728,POI Change Details (Unspecified),Dimanche David,"
Reviewed customer comments/photos/geotagged images | Curated as per Focus curation guideline | Customer correction is name | Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://www.boulangeries-patisseries.fr/boulangeries/02057-beaurevoir/becfihdhebidhhcbccic.htm , https://www.franceboulangerie.fr/boulangeries/dimanche-david-beaurevoir | Updated customer correction name as alternate name | Complete |",Completion Reason POI - POI Changed,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,Rejected,,"

",Name,Name,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,Yes,Yes,Yes,Josh,06/04/2025,Yes,No,Yes,"procedural only error, editor provided indicators for the NBP possible dupe, L1 gave leniency for not merging, does seem unclear if POI moved to nearby unit, but also invalid Hours Listing URL (procedural error)","
Offline QC Rejected ticket! 1 ""Removed"" Name suggestions present!",,,1,0,1
194027929781403648,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194027929781403648,POI Change Details (Unspecified),Sercotel Encin Golf,"
[pafe_processor_todo_hours] Todo has reached maximum lifespan in NEEDS_TRIAGE status",Rejection Reason POI - Not Enough Information,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",Hours,,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,No,No,Yes,Alexander,06/04/2025,Yes,No,No,"Editor rejected hours suggestion edit with no indicators. L1 QC rejects and provides indicators. Editor accepts. 

Hours on POI don't seem right to me, and found indicators that show the front desk is open 24 hours, but no idea how the original POI hours were contributed. 4 hours for a golf course doesn't seem right","
Offline QC Rejected ticket!","Since this is a golf course, shouldn't this also have been an escalation as well? Potentially missed additional QC Marking? ",Unsure,0,1,1
194026873700745216,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194026873700745216,POI Change Details (Unspecified),Swisspor Arena,"
Moved ToDo to existing record in nearby places |Reviewed customer comments/photos/geotagged images | Curated as per Focused Curation policies | ToDo Processed using language translator | Verified via Official Website | Link: http://www.fcl.ch/swissporarena | suggestion already correct via ow | REJECT: Already correct |",Rejection Reason POI - Already Correct,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"
Das Stadion des FC Luzern
Heisst Swisspor Arena",Name | Comment,,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,No,No,Yes,Elvis,06/03/2025,Yes,No,No,Duplicate | Reject already correct,"
Offline QC Rejected ticket! Editor moved ToDo from 40851468075403801! 1 ""Removed"" Name suggestions present! Unable to determine field applicability of customer comment present!",,No,0,1,1
194028673392705536,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194028673392705536,POI Morrow (Morrow Maintenance New),Nmims Girl's Hostel,"
Special Project: Lookaround study
no OW FB found 
no 2 indicators found with poi name and address 
no store front image verified in lookaround view 
hence REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field URL Error - Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top | Field Address Error - Incorrect Country Specific Address Format | Field Name Error - Language Or Country Code Guideline Not Followed | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"
Fully curate each POI and follow full curation Morrow Policy",Comment,Name | URL | Address,N/A,Failing To Select Complete | Failing To Provide 1 Strong Or 2 Medium Indicators,Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top | Incorrect Country Specific Address Format | Language Or Country Code Guideline Not Followed,Yes,N/A,No,William,06/03/2025,Yes,No,No,editor accepted qc suggestion.,"
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only! Unable to determine field applicability of customer comment present!",,Unsure,1,1,0
185020934115033094,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185020934115033094,POI Change Details (Unspecified),Elinda Cafe Ve Restoran,"
Curated as per the focused curation guidelines | 
ToDo Processed using language translator |
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://tr.revieweuro.com/istanbul/elinda-cafe-restaurant-3949901 |
unable to verified correction address and no indicators found |
REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,Rejected,,"

",Address,,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,No,No,Yes,Josh,06/04/2025,Yes,No,No,,"
Offline QC Disputed Rejected ticket! Offline QC Rejected ticket! Flagged/Escalated ticket!",straightforward not enough indicators provided if script could output that (have a similar custom logic already). But again the project actually more interested with data outside the procedural markings,Unsure,0,1,1
198531000849924099,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198531000849924099,POI Datascience (Ensemble Phantom),Patrick McGovern's Pub & Restaurant,"
Verified via Official Website | Link: http://www.patmcgoverns.com/ | Address listed in ow and no closer verify | Existing data is correct No need to edits Hence Rejecting Reject - Already Correct |",Rejection Reason POI - Already Correct,Rejected,Field URL Error - Hours Listing Issue | Field URL Error - Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",,URL,N/A,Hours Listing Issue | Failing To Select Complete | Failing To Provide 1 Strong Or 2 Medium Indicators,Unacceptable Or Unrelated Or Broken URL Or Not Most Concise Form Of URL Top,Yes,N/A,No,Alexander,06/04/2025,No,Yes,Yes,"Editor provided a single medium indicator (although they thought it was an official website). L1 rejects and provides official website in the form of the POI's official facebook page. 

Editor accepts and changes the URL and the Hours Listing URL. That being said, the hours on the OW do NOT match with the POI record attribute and needed to have been updated. 

Verified via Official Website | Link: https://www.facebook.com/people/Patrick-McGoverns-Pub/100063465163445/","
Offline QC Rejected ticket! No Corrections col! 'is wrong' suggestions only!",Hours listing potentially can be updated on official indicators between the time of flagging and automated review. How to handle in automation workflow if at all? Thinking it is outside our scope of pure data validation. ,No,0,1,1
194028226331284362,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/194028226331284362,POI Change Details (Unspecified),Skyline Attractions,"
sent to editor upon one or more processors' decision (poi_rap_pin_fsm::1e540cda-b06a-44df-8bcf-ed51df23742c)",Completion Reason POI - POI Changed,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators | Research And Comments Error - Insufficient Comments Provided,Rejected,,"

",Geocode,Geocode,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators | Insufficient Comments Provided,,Yes,Yes,Yes,Elvis,06/03/2025,Yes,No,No,Accepted,"
Offline QC Rejected ticket!",,No,1,0,1
198531816329576448,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198531816329576448,POI Review (Moderncategory Cleanup),The Temple Bar,"
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://restaurantguru.com/The-Temple-Bar-Iluka-Western-Australia |
Updated the modern category (dining.restaurant.health_food_restaurant.vegetarian_restaurant.vegan_restaurant) |
Hence Complete |",Completion Reason POI - POI Changed,Approved,,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators | Field Taxonomic Category Error - Missing Or Incorrect Top Category,"
Please reference the list of suggested categories to apply the Best Possible option while following guidelines. Categories = dining.restaurant , dining.bar.pub , dining.bar.bar_and_restaurant , dining.bar.wine_bar , dining.bar.cocktail_bar , dining.bar.bar_and_grill , dining.bar.lounge , dining.cafe , dining.bar.pub.gastropub",Modern Category | Comment,Modern Category,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,Missing Or Incorrect Top Category,Yes,N/A,No,William,06/04/2025,Yes,No,No,Accepted,"
Offline QA QC Rejected ticket! Unable to determine field applicability of customer comment present!",,Unsure,1,1,0
198533034685759488,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198533034685759488,POI Change Details (Unspecified),Department of Motor Vehicles,"
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://www.yellowpages.com/el-segundo-ca/mip/motor-vehicle-department-470646901 | Reject: Already correct |",Rejection Reason POI - Already Correct,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",Modern Category,,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,No,No,Yes,Josh,06/04/2025,Yes,No,No,POI data already correct though suggestion not completely invalid,"
Offline QC Rejected ticket!",,,0,1,1
185020301518569472,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/185020301518569472,POI Change Details (Unspecified),Meadowlark West Apartments,"
As per jana focus curation |
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://www.apartments.com/meadowlark-west-san-clemente-ca/v9sgzyf/ |
name and address updated with only 1 medium indicator |
complete |",Completion Reason POI - POI Changed,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",Name | Address | Geocode,Name | Address,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,No,Yes,Yes,Alexander,06/04/2025,Yes,No,No,Editor made a change to the Name of the POI with only a single medium indicator. QC L1 was able to find multiple. Editor accepted rejection. ,"
Offline QC Rejected ticket! 1 ""Removed"" Name suggestions present!",,No,0,0,1
198532179942178816,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198532179942178816,POI Remove (Unspecified),観光いちご園,"
Verified via Official Website | Link: https://www.agri-na.com |
Modified name, url, address, geocode, hours, categories | 
営業時間
10:00～12:30 |",Completion Reason POI - POI Changed,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",Closures,Closures | Name | URL | Address | Geocode | Hours | Modern Category,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,Yes,Yes,Yes,Elvis,06/03/2025,Yes,No,No,OW provides closure,"
Offline QC Rejected ticket!",,No,1,0,1
180517748175011840,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/180517748175011840,POI Remove (Unspecified),Cua Cua,"
Processing without call as per exceptional instructions | not a native speaker | Edited as per Jana Focused curation | Lack of indicators | REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,Rejected,,"

",Closures,,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,No,No,Yes,William,06/04/2025,Yes,No,No,editor forgot to provide indicators for edits.,"
Offline QC Rejected ticket! Flagged/Escalated ticket!",automation will auto skip this.,No,0,1,1
180517169263542272,Failing To Provide 1 Strong Or 2 Medium Indicators,https://apollo.geo.apple.com/tickets/kittyhawk-sig/180517169263542272,POI Change Details (Unspecified),Munchies,"
[pafe_processor_todo_hours] Todo has reached minimum lifespan in NEEDS_TRIAGE status",Completion Reason POI - POI Changed,Rejected,Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,,,"

",Hours,URL | Hours,N/A,Failing To Provide 1 Strong Or 2 Medium Indicators,,Yes,Yes,Yes,Josh,06/04/2025,Yes,No,No,"FB the only strong social media indicator so editor need more than just IG to update hours even if listed on POI, appears they may have unintentionally copied same url twice in notes","
Offline QC Rejected ticket!","note JSON shows the original edited fields, no corrections made/needed",,1,0,1
180516741205458947,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/180516741205458947,POI Datascience (ApplePay New Contactless),[New] The Goods Spot,"
No Indicators Found | 
REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field New POI Error - Failing To Create A New POI | Closing Resolutions - Failing To Select Complete | Research And Comments Error - Failing To Provide 1 Strong Or 2 Medium Indicators,Rejected,,"
Please review if we are missing a POI or a Virtual POI and create it with Merchant Data per policy.",Geocode | Modern Category | Comment,New POI | Name | Address | Geocode | Modern Category | Good-to-know Tag,Geocode,Failing To Select Complete | Failing To Provide 1 Strong Or 2 Medium Indicators,Failing To Create A New POI,Yes,N/A,Yes,Alexander,06/04/2025,Yes,No,Yes,"Editor failed to create a new POI as they were not able to find indicators. QC L1 successfully found 2 medium indicators (technically 3 per new Apple Pay POI policy).

Editor accepted QC rejection but did not perform a full curation. The hours attribute, provided by the indicators, was not added to the POI. ","
New POI added! Offline QC Rejected ticket! No Original col to pull previous Editor Edits from! Unable to determine field applicability of customer comment present!","ApplePay New Contactless POI


Absence of data = faulty data? Leaning towards yes but if someone could confirm

",,1,1,1
198530996381941760,Failing To Select Complete,https://apollo.geo.apple.com/tickets/kittyhawk-sig/198530996381941760,POI Remove (Unspecified),Queen Massage Spa,"
Verified via Official Website | Link: https://www.queenmassagespa.com/
OW is broken |
Verified via 3rd Party Sources: News/Wikipedia/Internet searches | Link: https://www.yelp.com/biz/queen-massage-spa-winter-haven
states POI closed |
https://maps.roadtrippers.com/us/winter-haven-fl/services/queen-massage-spa-winter-haven
one medium stating POI closed |
REJECT: Not Enough Information - Customer didn't provide enough information |",Rejection Reason POI - Not Enough Information,Rejected,Field Closure Hours Error - Incorrectly Open | Closing Resolutions - Failing To Select Complete,Rejected,Field Closure Hours Error - Incorrectly Open | Closing Resolutions - Failing To Select Complete,"

",Closures,Closures,N/A,Failing To Select Complete,Incorrectly Open,Yes,Yes,Yes,Elvis,06/03/2025,Yes,No,No,"Incorrectly Open and Failing To Select Complete Justification: As per the ToDo, the error flagged by QC is considered valid. The customer correction is Presence Closed Permanently","
Offline QC Disputed Rejected ticket! Offline QC Rejected ticket!",,Unsure,1,0,1
